fare_id,route_id,origin_id,destination_id,contains_id
210,,CAST,SFIA,
125,,CAST,MLBR,
39,,CAST,WDUB,
84,,CAST,RICH,
80,,CAST,DELN,
77,,CAST,PLZA,
73,,CAST,NBRK,
72,,CAST,DBRK,
70,,CAST,ASHB,
68,,CAST,MCAR,
66,,CAST,19TH,
66,,CAST,12TH,
66,,CAST,LAKE,
57,,CAST,FTVL,
51,,CAST,COLS,
39,,CAST,SANL,
39,,CAST,BAYF,
39,,CAST,HAYW,
52,,CAST,SHAY,
67,,CAST,UCTY,
74,,CAST,FRMT,
115,,CAST,CAST,
39,,CAST,DUBL,
118,,CAST,PITT,
108,,CAST,NCON,
109,,CAST,COLM,
104,,CAST,CONC,
96,,CAST,PHIL,
93,,CAST,WCRK,
86,,CAST,LAFY,
78,,CAST,ORIN,
68,,CAST,ROCK,
68,,CAST,WOAK,
100,,CAST,EMBR,
100,,CAST,MONT,
100,,CAST,POWL,
100,,CAST,CIVC,
102,,CAST,16TH,
103,,CAST,24TH,
106,,CAST,GLEN,
107,,CAST,BALB,
110,,CAST,DALY,
171,,CAST,OAKL,
135,,DUBL,SSAN,
140,,DUBL,SBRN,
232,,DUBL,SFIA,
147,,DUBL,MLBR,
39,,DUBL,WDUB,
106,,DUBL,RICH,
102,,DUBL,DELN,
99,,DUBL,PLZA,
95,,DUBL,NBRK,
94,,DUBL,DBRK,
93,,DUBL,ASHB,
90,,DUBL,MCAR,
88,,DUBL,19TH,
88,,DUBL,12TH,
88,,DUBL,LAKE,
83,,DUBL,FTVL,
79,,DUBL,COLS,
73,,DUBL,SANL,
39,,DUBL,BAYF,
74,,DUBL,HAYW,
80,,DUBL,SHAY,
90,,DUBL,UCTY,
96,,DUBL,FRMT,
39,,DUBL,CAST,
115,,DUBL,DUBL,
140,,DUBL,PITT,
130,,DUBL,NCON,
131,,DUBL,COLM,
126,,DUBL,CONC,
118,,DUBL,PHIL,
115,,DUBL,WCRK,
108,,DUBL,LAFY,
100,,DUBL,ORIN,
90,,DUBL,ROCK,
90,,DUBL,WOAK,
123,,DUBL,EMBR,
123,,DUBL,MONT,
123,,DUBL,POWL,
123,,DUBL,CIVC,
124,,DUBL,16TH,
125,,DUBL,24TH,
128,,DUBL,GLEN,
129,,DUBL,BALB,
132,,DUBL,DALY,
199,,DUBL,OAKL,
143,,PITT,SSAN,
148,,PITT,SBRN,
241,,PITT,SFIA,
155,,PITT,MLBR,
137,,PITT,WDUB,
107,,PITT,RICH,
104,,PITT,DELN,
100,,PITT,PLZA,
97,,PITT,NBRK,
95,,PITT,DBRK,
95,,PITT,ASHB,
95,,PITT,MCAR,
95,,PITT,19TH,
95,,PITT,12TH,
95,,PITT,LAKE,
98,,PITT,FTVL,
102,,PITT,COLS,
108,,PITT,SANL,
113,,PITT,BAYF,
118,,PITT,HAYW,
124,,PITT,SHAY,
134,,PITT,UCTY,
141,,PITT,FRMT,
118,,PITT,CAST,
140,,PITT,DUBL,
115,,PITT,PITT,
39,,PITT,NCON,
140,,PITT,COLM,
39,,PITT,CONC,
39,,PITT,PHIL,
39,,PITT,WCRK,
73,,PITT,LAFY,
81,,PITT,ORIN,
92,,PITT,ROCK,
98,,PITT,WOAK,
131,,PITT,EMBR,
131,,PITT,MONT,
131,,PITT,POWL,
131,,PITT,CIVC,
132,,PITT,16TH,
133,,PITT,24TH,
136,,PITT,GLEN,
138,,PITT,BALB,
140,,PITT,DALY,
222,,PITT,OAKL,
133,,NCON,SSAN,
138,,NCON,SBRN,
230,,NCON,SFIA,
145,,NCON,MLBR,
127,,NCON,WDUB,
97,,NCON,RICH,
93,,NCON,DELN,
90,,NCON,PLZA,
86,,NCON,NBRK,
85,,NCON,DBRK,
84,,NCON,ASHB,
84,,NCON,MCAR,
85,,NCON,19TH,
85,,NCON,12TH,
85,,NCON,LAKE,
88,,NCON,FTVL,
92,,NCON,COLS,
98,,NCON,SANL,
102,,NCON,BAYF,
108,,NCON,HAYW,
114,,NCON,SHAY,
124,,NCON,UCTY,
130,,NCON,FRMT,
108,,NCON,CAST,
130,,NCON,DUBL,
39,,NCON,PITT,
115,,NCON,NCON,
129,,NCON,COLM,
39,,NCON,CONC,
39,,NCON,PHIL,
39,,NCON,WCRK,
61,,NCON,LAFY,
71,,NCON,ORIN,
82,,NCON,ROCK,
88,,NCON,WOAK,
120,,NCON,EMBR,
120,,NCON,MONT,
120,,NCON,POWL,
120,,NCON,CIVC,
122,,NCON,16TH,
123,,NCON,24TH,
126,,NCON,GLEN,
127,,NCON,BALB,
130,,NCON,DALY,
212,,NCON,OAKL,
64,,COLM,SSAN,
64,,COLM,SBRN,
159,,COLM,SFIA,
75,,COLM,MLBR,
128,,COLM,WDUB,
102,,COLM,RICH,
98,,COLM,DELN,
95,,COLM,PLZA,
91,,COLM,NBRK,
90,,COLM,DBRK,
88,,COLM,ASHB,
86,,COLM,MCAR,
84,,COLM,19TH,
84,,COLM,12TH,
84,,COLM,LAKE,
89,,COLM,FTVL,
93,,COLM,COLS,
99,,COLM,SANL,
104,,COLM,BAYF,
109,,COLM,HAYW,
115,,COLM,SHAY,
125,,COLM,UCTY,
132,,COLM,FRMT,
109,,COLM,CAST,
131,,COLM,DUBL,
140,,COLM,PITT,
129,,COLM,NCON,
115,,COLM,COLM,
125,,COLM,CONC,
117,,COLM,PHIL,
114,,COLM,WCRK,
107,,COLM,LAFY,
99,,COLM,ORIN,
88,,COLM,ROCK,
82,,COLM,WOAK,
72,,COLM,EMBR,
72,,COLM,MONT,
72,,COLM,POWL,
72,,COLM,CIVC,
69,,COLM,16TH,
67,,COLM,24TH,
64,,COLM,GLEN,
64,,COLM,BALB,
64,,COLM,DALY,
213,,COLM,OAKL,
129,,CONC,SSAN,
134,,CONC,SBRN,
226,,CONC,SFIA,
141,,CONC,MLBR,
123,,CONC,WDUB,
93,,CONC,RICH,
89,,CONC,DELN,
86,,CONC,PLZA,
82,,CONC,NBRK,
81,,CONC,DBRK,
80,,CONC,ASHB,
80,,CONC,MCAR,
81,,CONC,19TH,
81,,CONC,12TH,
81,,CONC,LAKE,
84,,CONC,FTVL,
88,,CONC,COLS,
94,,CONC,SANL,
98,,CONC,BAYF,
104,,CONC,HAYW,
110,,CONC,SHAY,
120,,CONC,UCTY,
126,,CONC,FRMT,
104,,CONC,CAST,
126,,CONC,DUBL,
39,,CONC,PITT,
39,,CONC,NCON,
125,,CONC,COLM,
115,,CONC,CONC,
39,,CONC,PHIL,
39,,CONC,WCRK,
39,,CONC,LAFY,
39,,CONC,ORIN,
78,,CONC,ROCK,
84,,CONC,WOAK,
116,,CONC,EMBR,
116,,CONC,MONT,
116,,CONC,POWL,
116,,CONC,CIVC,
118,,CONC,16TH,
119,,CONC,24TH,
122,,CONC,GLEN,
123,,CONC,BALB,
126,,CONC,DALY,
208,,CONC,OAKL,
121,,PHIL,SSAN,
126,,PHIL,SBRN,
218,,PHIL,SFIA,
133,,PHIL,MLBR,
115,,PHIL,WDUB,
85,,PHIL,RICH,
81,,PHIL,DELN,
78,,PHIL,PLZA,
74,,PHIL,NBRK,
73,,PHIL,DBRK,
72,,PHIL,ASHB,
72,,PHIL,MCAR,
73,,PHIL,19TH,
73,,PHIL,12TH,
73,,PHIL,LAKE,
76,,PHIL,FTVL,
80,,PHIL,COLS,
86,,PHIL,SANL,
90,,PHIL,BAYF,
96,,PHIL,HAYW,
102,,PHIL,SHAY,
111,,PHIL,UCTY,
118,,PHIL,FRMT,
96,,PHIL,CAST,
118,,PHIL,DUBL,
39,,PHIL,PITT,
39,,PHIL,NCON,
117,,PHIL,COLM,
39,,PHIL,CONC,
115,,PHIL,PHIL,
39,,PHIL,WCRK,
39,,PHIL,LAFY,
39,,PHIL,ORIN,
69,,PHIL,ROCK,
76,,PHIL,WOAK,
108,,PHIL,EMBR,
108,,PHIL,MONT,
108,,PHIL,POWL,
108,,PHIL,CIVC,
110,,PHIL,16TH,
111,,PHIL,24TH,
114,,PHIL,GLEN,
115,,PHIL,BALB,
118,,PHIL,DALY,
200,,PHIL,OAKL,
118,,WCRK,SSAN,
123,,WCRK,SBRN,
215,,WCRK,SFIA,
130,,WCRK,MLBR,
112,,WCRK,WDUB,
82,,WCRK,RICH,
78,,WCRK,DELN,
75,,WCRK,PLZA,
71,,WCRK,NBRK,
70,,WCRK,DBRK,
69,,WCRK,ASHB,
69,,WCRK,MCAR,
70,,WCRK,19TH,
70,,WCRK,12TH,
70,,WCRK,LAKE,
73,,WCRK,FTVL,
77,,WCRK,COLS,
82,,WCRK,SANL,
87,,WCRK,BAYF,
93,,WCRK,HAYW,
99,,WCRK,SHAY,
108,,WCRK,UCTY,
115,,WCRK,FRMT,
93,,WCRK,CAST,
115,,WCRK,DUBL,
39,,WCRK,PITT,
39,,WCRK,NCON,
114,,WCRK,COLM,
39,,WCRK,CONC,
39,,WCRK,PHIL,
115,,WCRK,WCRK,
39,,WCRK,LAFY,
39,,WCRK,ORIN,
64,,WCRK,ROCK,
72,,WCRK,WOAK,
105,,WCRK,EMBR,
105,,WCRK,MONT,
105,,WCRK,POWL,
105,,WCRK,CIVC,
107,,WCRK,16TH,
108,,WCRK,24TH,
110,,WCRK,GLEN,
112,,WCRK,BALB,
115,,WCRK,DALY,
197,,WCRK,OAKL,
111,,LAFY,SSAN,
116,,LAFY,SBRN,
208,,LAFY,SFIA,
122,,LAFY,MLBR,
104,,LAFY,WDUB,
75,,LAFY,RICH,
71,,LAFY,DELN,
68,,LAFY,PLZA,
64,,LAFY,NBRK,
62,,LAFY,DBRK,
59,,LAFY,ASHB,
58,,LAFY,MCAR,
61,,LAFY,19TH,
61,,LAFY,12TH,
61,,LAFY,LAKE,
66,,LAFY,FTVL,
69,,LAFY,COLS,
76,,LAFY,SANL,
80,,LAFY,BAYF,
86,,LAFY,HAYW,
92,,LAFY,SHAY,
101,,LAFY,UCTY,
108,,LAFY,FRMT,
86,,LAFY,CAST,
108,,LAFY,DUBL,
73,,LAFY,PITT,
61,,LAFY,NCON,
107,,LAFY,COLM,
39,,LAFY,CONC,
39,,LAFY,PHIL,
39,,LAFY,WCRK,
115,,LAFY,LAFY,
39,,LAFY,ORIN,
53,,LAFY,ROCK,
65,,LAFY,WOAK,
98,,LAFY,EMBR,
98,,LAFY,MONT,
98,,LAFY,POWL,
98,,LAFY,CIVC,
99,,LAFY,16TH,
101,,LAFY,24TH,
104,,LAFY,GLEN,
105,,LAFY,BALB,
107,,LAFY,DALY,
189,,LAFY,OAKL,
103,,ORIN,SSAN,
108,,ORIN,SBRN,
200,,ORIN,SFIA,
115,,ORIN,MLBR,
97,,ORIN,WDUB,
67,,ORIN,RICH,
64,,ORIN,DELN,
59,,ORIN,PLZA,
52,,ORIN,NBRK,
50,,ORIN,DBRK,
47,,ORIN,ASHB,
39,,ORIN,MCAR,
49,,ORIN,19TH,
49,,ORIN,12TH,
49,,ORIN,LAKE,
55,,ORIN,FTVL,
62,,ORIN,COLS,
68,,ORIN,SANL,
72,,ORIN,BAYF,
78,,ORIN,HAYW,
84,,ORIN,SHAY,
94,,ORIN,UCTY,
101,,ORIN,FRMT,
78,,ORIN,CAST,
100,,ORIN,DUBL,
81,,ORIN,PITT,
71,,ORIN,NCON,
99,,ORIN,COLM,
39,,ORIN,CONC,
39,,ORIN,PHIL,
39,,ORIN,WCRK,
39,,ORIN,LAFY,
115,,ORIN,ORIN,
39,,ORIN,ROCK,
53,,ORIN,WOAK,
90,,ORIN,EMBR,
90,,ORIN,MONT,
90,,ORIN,POWL,
90,,ORIN,CIVC,
92,,ORIN,16TH,
93,,ORIN,24TH,
96,,ORIN,GLEN,
97,,ORIN,BALB,
100,,ORIN,DALY,
182,,ORIN,OAKL,
92,,ROCK,SSAN,
97,,ROCK,SBRN,
190,,ROCK,SFIA,
104,,ROCK,MLBR,
87,,ROCK,WDUB,
54,,ROCK,RICH,
48,,ROCK,DELN,
42,,ROCK,PLZA,
39,,ROCK,NBRK,
39,,ROCK,DBRK,
39,,ROCK,ASHB,
39,,ROCK,MCAR,
39,,ROCK,19TH,
39,,ROCK,12TH,
39,,ROCK,LAKE,
39,,ROCK,FTVL,
46,,ROCK,COLS,
55,,ROCK,SANL,
61,,ROCK,BAYF,
68,,ROCK,HAYW,
74,,ROCK,SHAY,
83,,ROCK,UCTY,
90,,ROCK,FRMT,
68,,ROCK,CAST,
90,,ROCK,DUBL,
92,,ROCK,PITT,
82,,ROCK,NCON,
88,,ROCK,COLM,
78,,ROCK,CONC,
69,,ROCK,PHIL,
64,,ROCK,WCRK,
53,,ROCK,LAFY,
39,,ROCK,ORIN,
115,,ROCK,ROCK,
39,,ROCK,WOAK,
77,,ROCK,EMBR,
77,,ROCK,MONT,
77,,ROCK,POWL,
77,,ROCK,CIVC,
81,,ROCK,16TH,
82,,ROCK,24TH,
85,,ROCK,GLEN,
86,,ROCK,BALB,
89,,ROCK,DALY,
166,,ROCK,OAKL,
86,,WOAK,SSAN,
91,,WOAK,SBRN,
183,,WOAK,SFIA,
98,,WOAK,MLBR,
87,,WOAK,WDUB,
61,,WOAK,RICH,
54,,WOAK,DELN,
49,,WOAK,PLZA,
43,,WOAK,NBRK,
40,,WOAK,DBRK,
39,,WOAK,ASHB,
39,,WOAK,MCAR,
39,,WOAK,19TH,
39,,WOAK,12TH,
39,,WOAK,LAKE,
39,,WOAK,FTVL,
43,,WOAK,COLS,
53,,WOAK,SANL,
61,,WOAK,BAYF,
68,,WOAK,HAYW,
74,,WOAK,SHAY,
84,,WOAK,UCTY,
90,,WOAK,FRMT,
68,,WOAK,CAST,
90,,WOAK,DUBL,
98,,WOAK,PITT,
88,,WOAK,NCON,
82,,WOAK,COLM,
84,,WOAK,CONC,
76,,WOAK,PHIL,
72,,WOAK,WCRK,
65,,WOAK,LAFY,
53,,WOAK,ORIN,
39,,WOAK,ROCK,
115,,WOAK,WOAK,
64,,WOAK,EMBR,
64,,WOAK,MONT,
64,,WOAK,POWL,
64,,WOAK,CIVC,
69,,WOAK,16TH,
71,,WOAK,24TH,
76,,WOAK,GLEN,
79,,WOAK,BALB,
83,,WOAK,DALY,
163,,WOAK,OAKL,
78,,EMBR,SSAN,
86,,EMBR,SBRN,
179,,EMBR,SFIA,
93,,EMBR,MLBR,
119,,EMBR,WDUB,
93,,EMBR,RICH,
89,,EMBR,DELN,
86,,EMBR,PLZA,
82,,EMBR,NBRK,
80,,EMBR,DBRK,
77,,EMBR,ASHB,
73,,EMBR,MCAR,
69,,EMBR,19TH,
69,,EMBR,12TH,
69,,EMBR,LAKE,
77,,EMBR,FTVL,
84,,EMBR,COLS,
90,,EMBR,SANL,
95,,EMBR,BAYF,
100,,EMBR,HAYW,
106,,EMBR,SHAY,
116,,EMBR,UCTY,
123,,EMBR,FRMT,
100,,EMBR,CAST,
123,,EMBR,DUBL,
131,,EMBR,PITT,
120,,EMBR,NCON,
72,,EMBR,COLM,
116,,EMBR,CONC,
108,,EMBR,PHIL,
105,,EMBR,WCRK,
98,,EMBR,LAFY,
90,,EMBR,ORIN,
77,,EMBR,ROCK,
64,,EMBR,WOAK,
115,,EMBR,EMBR,
39,,EMBR,MONT,
39,,EMBR,POWL,
39,,EMBR,CIVC,
39,,EMBR,16TH,
39,,EMBR,24TH,
39,,EMBR,GLEN,
39,,EMBR,BALB,
65,,EMBR,DALY,
204,,EMBR,OAKL,
78,,MONT,SSAN,
86,,MONT,SBRN,
179,,MONT,SFIA,
93,,MONT,MLBR,
119,,MONT,WDUB,
93,,MONT,RICH,
89,,MONT,DELN,
86,,MONT,PLZA,
82,,MONT,NBRK,
80,,MONT,DBRK,
77,,MONT,ASHB,
73,,MONT,MCAR,
69,,MONT,19TH,
69,,MONT,12TH,
69,,MONT,LAKE,
77,,MONT,FTVL,
84,,MONT,COLS,
90,,MONT,SANL,
95,,MONT,BAYF,
100,,MONT,HAYW,
106,,MONT,SHAY,
116,,MONT,UCTY,
123,,MONT,FRMT,
100,,MONT,CAST,
123,,MONT,DUBL,
131,,MONT,PITT,
120,,MONT,NCON,
72,,MONT,COLM,
116,,MONT,CONC,
108,,MONT,PHIL,
105,,MONT,WCRK,
98,,MONT,LAFY,
90,,MONT,ORIN,
77,,MONT,ROCK,
64,,MONT,WOAK,
39,,MONT,EMBR,
115,,MONT,MONT,
39,,MONT,POWL,
39,,MONT,CIVC,
39,,MONT,16TH,
39,,MONT,24TH,
39,,MONT,GLEN,
39,,MONT,BALB,
65,,MONT,DALY,
204,,MONT,OAKL,
78,,POWL,SSAN,
86,,POWL,SBRN,
179,,POWL,SFIA,
93,,POWL,MLBR,
119,,POWL,WDUB,
93,,POWL,RICH,
89,,POWL,DELN,
86,,POWL,PLZA,
82,,POWL,NBRK,
80,,POWL,DBRK,
77,,POWL,ASHB,
73,,POWL,MCAR,
69,,POWL,19TH,
69,,POWL,12TH,
69,,POWL,LAKE,
77,,POWL,FTVL,
84,,POWL,COLS,
90,,POWL,SANL,
95,,POWL,BAYF,
100,,POWL,HAYW,
106,,POWL,SHAY,
116,,POWL,UCTY,
123,,POWL,FRMT,
100,,POWL,CAST,
123,,POWL,DUBL,
131,,POWL,PITT,
120,,POWL,NCON,
72,,POWL,COLM,
116,,POWL,CONC,
108,,POWL,PHIL,
105,,POWL,WCRK,
98,,POWL,LAFY,
90,,POWL,ORIN,
77,,POWL,ROCK,
64,,POWL,WOAK,
39,,POWL,EMBR,
39,,POWL,MONT,
115,,POWL,POWL,
39,,POWL,CIVC,
39,,POWL,16TH,
39,,POWL,24TH,
39,,POWL,GLEN,
39,,POWL,BALB,
65,,POWL,DALY,
204,,POWL,OAKL,
78,,CIVC,SSAN,
86,,CIVC,SBRN,
179,,CIVC,SFIA,
93,,CIVC,MLBR,
119,,CIVC,WDUB,
93,,CIVC,RICH,
89,,CIVC,DELN,
86,,CIVC,PLZA,
82,,CIVC,NBRK,
80,,CIVC,DBRK,
77,,CIVC,ASHB,
73,,CIVC,MCAR,
69,,CIVC,19TH,
69,,CIVC,12TH,
69,,CIVC,LAKE,
77,,CIVC,FTVL,
84,,CIVC,COLS,
90,,CIVC,SANL,
95,,CIVC,BAYF,
100,,CIVC,HAYW,
106,,CIVC,SHAY,
116,,CIVC,UCTY,
123,,CIVC,FRMT,
100,,CIVC,CAST,
123,,CIVC,DUBL,
131,,CIVC,PITT,
120,,CIVC,NCON,
72,,CIVC,COLM,
116,,CIVC,CONC,
108,,CIVC,PHIL,
105,,CIVC,WCRK,
98,,CIVC,LAFY,
90,,CIVC,ORIN,
77,,CIVC,ROCK,
64,,CIVC,WOAK,
39,,CIVC,EMBR,
39,,CIVC,MONT,
39,,CIVC,POWL,
115,,CIVC,CIVC,
39,,CIVC,16TH,
39,,CIVC,24TH,
39,,CIVC,GLEN,
39,,CIVC,BALB,
65,,CIVC,DALY,
204,,CIVC,OAKL,
75,,16TH,SSAN,
83,,16TH,SBRN,
178,,16TH,SFIA,
92,,16TH,MLBR,
121,,16TH,WDUB,
95,,16TH,RICH,
91,,16TH,DELN,
87,,16TH,PLZA,
84,,16TH,NBRK,
83,,16TH,DBRK,
81,,16TH,ASHB,
76,,16TH,MCAR,
72,,16TH,19TH,
72,,16TH,12TH,
72,,16TH,LAKE,
81,,16TH,FTVL,
86,,16TH,COLS,
92,,16TH,SANL,
96,,16TH,BAYF,
102,,16TH,HAYW,
108,,16TH,SHAY,
117,,16TH,UCTY,
124,,16TH,FRMT,
102,,16TH,CAST,
124,,16TH,DUBL,
132,,16TH,PITT,
122,,16TH,NCON,
69,,16TH,COLM,
118,,16TH,CONC,
110,,16TH,PHIL,
107,,16TH,WCRK,
99,,16TH,LAFY,
92,,16TH,ORIN,
81,,16TH,ROCK,
69,,16TH,WOAK,
39,,16TH,EMBR,
39,,16TH,MONT,
39,,16TH,POWL,
39,,16TH,CIVC,
115,,16TH,16TH,
39,,16TH,24TH,
39,,16TH,GLEN,
39,,16TH,BALB,
61,,16TH,DALY,
206,,16TH,OAKL,
73,,24TH,SSAN,
81,,24TH,SBRN,
176,,24TH,SFIA,
91,,24TH,MLBR,
122,,24TH,WDUB,
96,,24TH,RICH,
92,,24TH,DELN,
88,,24TH,PLZA,
85,,24TH,NBRK,
83,,24TH,DBRK,
82,,24TH,ASHB,
78,,24TH,MCAR,
74,,24TH,19TH,
74,,24TH,12TH,
74,,24TH,LAKE,
83,,24TH,FTVL,
87,,24TH,COLS,
93,,24TH,SANL,
97,,24TH,BAYF,
103,,24TH,HAYW,
109,,24TH,SHAY,
119,,24TH,UCTY,
125,,24TH,FRMT,
103,,24TH,CAST,
125,,24TH,DUBL,
133,,24TH,PITT,
123,,24TH,NCON,
67,,24TH,COLM,
119,,24TH,CONC,
111,,24TH,PHIL,
108,,24TH,WCRK,
101,,24TH,LAFY,
93,,24TH,ORIN,
82,,24TH,ROCK,
71,,24TH,WOAK,
39,,24TH,EMBR,
39,,24TH,MONT,
39,,24TH,POWL,
39,,24TH,CIVC,
39,,24TH,16TH,
115,,24TH,24TH,
39,,24TH,GLEN,
39,,24TH,BALB,
61,,24TH,DALY,
207,,24TH,OAKL,
68,,GLEN,SSAN,
76,,GLEN,SBRN,
171,,GLEN,SFIA,
86,,GLEN,MLBR,
125,,GLEN,WDUB,
99,,GLEN,RICH,
95,,GLEN,DELN,
91,,GLEN,PLZA,
88,,GLEN,NBRK,
86,,GLEN,DBRK,
85,,GLEN,ASHB,
82,,GLEN,MCAR,
79,,GLEN,19TH,
79,,GLEN,12TH,
79,,GLEN,LAKE,
86,,GLEN,FTVL,
89,,GLEN,COLS,
96,,GLEN,SANL,
100,,GLEN,BAYF,
106,,GLEN,HAYW,
112,,GLEN,SHAY,
122,,GLEN,UCTY,
128,,GLEN,FRMT,
106,,GLEN,CAST,
128,,GLEN,DUBL,
136,,GLEN,PITT,
126,,GLEN,NCON,
64,,GLEN,COLM,
122,,GLEN,CONC,
114,,GLEN,PHIL,
110,,GLEN,WCRK,
104,,GLEN,LAFY,
96,,GLEN,ORIN,
85,,GLEN,ROCK,
76,,GLEN,WOAK,
39,,GLEN,EMBR,
39,,GLEN,MONT,
39,,GLEN,POWL,
39,,GLEN,CIVC,
39,,GLEN,16TH,
39,,GLEN,24TH,
115,,GLEN,GLEN,
39,,GLEN,BALB,
61,,GLEN,DALY,
209,,GLEN,OAKL,
64,,BALB,SSAN,
73,,BALB,SBRN,
168,,BALB,SFIA,
83,,BALB,MLBR,
126,,BALB,WDUB,
100,,BALB,RICH,
96,,BALB,DELN,
93,,BALB,PLZA,
89,,BALB,NBRK,
88,,BALB,DBRK,
86,,BALB,ASHB,
84,,BALB,MCAR,
82,,BALB,19TH,
82,,BALB,12TH,
82,,BALB,LAKE,
87,,BALB,FTVL,
91,,BALB,COLS,
97,,BALB,SANL,
102,,BALB,BAYF,
107,,BALB,HAYW,
113,,BALB,SHAY,
123,,BALB,UCTY,
130,,BALB,FRMT,
107,,BALB,CAST,
129,,BALB,DUBL,
138,,BALB,PITT,
127,,BALB,NCON,
64,,BALB,COLM,
123,,BALB,CONC,
115,,BALB,PHIL,
112,,BALB,WCRK,
105,,BALB,LAFY,
97,,BALB,ORIN,
86,,BALB,ROCK,
79,,BALB,WOAK,
39,,BALB,EMBR,
39,,BALB,MONT,
39,,BALB,POWL,
39,,BALB,CIVC,
39,,BALB,16TH,
39,,BALB,24TH,
39,,BALB,GLEN,
115,,BALB,BALB,
61,,BALB,DALY,
211,,BALB,OAKL,
64,,DALY,SSAN,
64,,DALY,SBRN,
163,,DALY,SFIA,
79,,DALY,MLBR,
129,,DALY,WDUB,
103,,DALY,RICH,
98,,DALY,DELN,
95,,DALY,PLZA,
91,,DALY,NBRK,
90,,DALY,DBRK,
89,,DALY,ASHB,
86,,DALY,MCAR,
84,,DALY,19TH,
84,,DALY,12TH,
84,,DALY,LAKE,
90,,DALY,FTVL,
94,,DALY,COLS,
99,,DALY,SANL,
104,,DALY,BAYF,
110,,DALY,HAYW,
116,,DALY,SHAY,
125,,DALY,UCTY,
132,,DALY,FRMT,
110,,DALY,CAST,
132,,DALY,DUBL,
140,,DALY,PITT,
130,,DALY,NCON,
64,,DALY,COLM,
126,,DALY,CONC,
118,,DALY,PHIL,
115,,DALY,WCRK,
107,,DALY,LAFY,
100,,DALY,ORIN,
89,,DALY,ROCK,
83,,DALY,WOAK,
65,,DALY,EMBR,
65,,DALY,MONT,
65,,DALY,POWL,
65,,DALY,CIVC,
61,,DALY,16TH,
61,,DALY,24TH,
61,,DALY,GLEN,
61,,DALY,BALB,
115,,DALY,DALY,
214,,DALY,OAKL,
217,,OAKL,SSAN,
222,,OAKL,SBRN,
314,,OAKL,SFIA,
229,,OAKL,MLBR,
196,,OAKL,WDUB,
188,,OAKL,RICH,
184,,OAKL,DELN,
181,,OAKL,PLZA,
175,,OAKL,NBRK,
172,,OAKL,DBRK,
169,,OAKL,ASHB,
165,,OAKL,MCAR,
159,,OAKL,19TH,
159,,OAKL,12TH,
159,,OAKL,LAKE,
159,,OAKL,FTVL,
120,,OAKL,COLS,
159,,OAKL,SANL,
159,,OAKL,BAYF,
171,,OAKL,HAYW,
180,,OAKL,SHAY,
193,,OAKL,UCTY,
199,,OAKL,FRMT,
171,,OAKL,CAST,
199,,OAKL,DUBL,
222,,OAKL,PITT,
212,,OAKL,NCON,
213,,OAKL,COLM,
208,,OAKL,CONC,
200,,OAKL,PHIL,
197,,OAKL,WCRK,
189,,OAKL,LAFY,
182,,OAKL,ORIN,
166,,OAKL,ROCK,
163,,OAKL,WOAK,
204,,OAKL,EMBR,
204,,OAKL,MONT,
204,,OAKL,POWL,
204,,OAKL,CIVC,
206,,OAKL,16TH,
207,,OAKL,24TH,
209,,OAKL,GLEN,
211,,OAKL,BALB,
214,,OAKL,DALY,
115,,OAKL,OAKL,
